sample	read_id	contig	strain_id
T4	T4|strain1|0003838	demo_contig_1	strain1
T4	T4|strain1|0003920	demo_contig_1	strain1
T4	T4|strain1|0003926	demo_contig_1	strain1
T4	T4|strain1|0003965	demo_contig_1	strain1
T4	T4|strain1|0004016	demo_contig_1	strain1
T4	T4|strain1|0004018	demo_contig_1	strain1
T4	T4|strain1|0004135	demo_contig_1	strain1
T4	T4|strain1|0004155	demo_contig_1	strain1
T4	T4|strain1|0004309	demo_contig_1	strain1
T4	T4|strain1|0004361	demo_contig_1	strain1
T4	T4|strain1|0004385	demo_contig_1	strain1
T4	T4|strain1|0004479	demo_contig_1	strain1
T4	T4|strain1|0004564	demo_contig_1	strain1
T4	T4|strain1|0004707	demo_contig_1	strain1
T4	T4|strain1|0004851	demo_contig_1	strain1
T4	T4|strain1|0004914	demo_contig_1	strain1
T4	T4|strain1|0004948	demo_contig_1	strain1
T4	T4|strain1|0004970	demo_contig_1	strain1
T4	T4|strain1|0005077	demo_contig_1	strain1
T4	T4|strain1|0005093	demo_contig_1	strain1
T4	T4|strain1|0005168	demo_contig_1	strain1
T4	T4|strain1|0005226	demo_contig_1	strain1
T4	T4|strain1|0005262	demo_contig_1	strain1
T4	T4|strain1|0005263	demo_contig_1	strain1
T4	T4|strain1|0005474	demo_contig_1	strain1
T4	T4|strain1|0005565	demo_contig_1	strain1
T4	T4|strain1|0005612	demo_contig_1	strain1
T4	T4|strain1|0005634	demo_contig_1	strain1
T4	T4|strain1|0005657	demo_contig_1	strain1
T4	T4|strain1|0005743	demo_contig_1	strain1
T4	T4|strain1|0005780	demo_contig_1	strain1
T4	T4|strain1|0005844	demo_contig_1	strain1
T4	T4|strain1|0005867	demo_contig_1	strain1
T4	T4|strain1|0005881	demo_contig_1	strain1
T4	T4|strain1|0005936	demo_contig_1	strain1
T4	T4|strain1|0006026	demo_contig_1	strain1
T4	T4|strain1|0006067	demo_contig_1	strain1
T4	T4|strain1|0006179	demo_contig_1	strain1
T4	T4|strain1|0006249	demo_contig_1	strain1
T4	T4|strain1|0006364	demo_contig_1	strain1
T4	T4|strain1|0006397	demo_contig_1	strain1
T4	T4|strain1|0006427	demo_contig_1	strain1
T4	T4|strain1|0006574	demo_contig_1	strain1
T4	T4|strain1|0006654	demo_contig_1	strain1
T4	T4|strain1|0006657	demo_contig_1	strain1
T4	T4|strain1|0006745	demo_contig_1	strain1
T4	T4|strain1|0006752	demo_contig_1	strain1
T4	T4|strain1|0006766	demo_contig_1	strain1
T4	T4|strain1|0006894	demo_contig_1	strain1
T4	T4|strain1|0007000	demo_contig_1	strain1
T4	T4|strain1|0007036	demo_contig_1	strain1
T4	T4|strain1|0007037	demo_contig_1	strain1
T4	T4|strain1|0007066	demo_contig_1	strain1
T4	T4|strain1|0007177	demo_contig_1	strain1
T4	T4|strain1|0007335	demo_contig_1	strain1
T4	T4|strain1|0007386	demo_contig_1	strain1
T4	T4|strain1|0007486	demo_contig_1	strain1
T4	T4|strain1|0007523	demo_contig_1	strain1
T4	T4|strain1|0007596	demo_contig_1	strain1
T4	T4|strain1|0007694	demo_contig_1	strain1
T4	T4|strain1|0007726	demo_contig_1	strain1
T4	T4|strain1|0007871	demo_contig_1	strain1
T4	T4|strain1|0007941	demo_contig_1	strain1
T4	T4|strain1|0008029	demo_contig_1	strain1
T4	T4|strain1|0008035	demo_contig_1	strain1
T4	T4|strain1|0008060	demo_contig_1	strain1
T4	T4|strain1|0008101	demo_contig_1	strain1
T4	T4|strain1|0008148	demo_contig_1	strain1
T4	T4|strain1|0008160	demo_contig_1	strain1
T4	T4|strain1|0008172	demo_contig_1	strain1
T4	T4|strain1|0008299	demo_contig_1	strain1
T4	T4|strain1|0008484	demo_contig_1	strain1
T4	T4|strain1|0008488	demo_contig_1	strain1
T4	T4|strain1|0008543	demo_contig_1	strain1
T4	T4|strain1|0008572	demo_contig_1	strain1
T4	T4|strain1|0008585	demo_contig_1	strain1
T4	T4|strain1|0008671	demo_contig_1	strain1
T4	T4|strain1|0008738	demo_contig_1	strain1
T4	T4|strain1|0008864	demo_contig_1	strain1
T4	T4|strain1|0008908	demo_contig_1	strain1
T4	T4|strain1|0008955	demo_contig_1	strain1
T4	T4|strain1|0009057	demo_contig_1	strain1
T4	T4|strain1|0009130	demo_contig_1	strain1
T4	T4|strain1|0009214	demo_contig_1	strain1
T4	T4|strain1|0009244	demo_contig_1	strain1
T4	T4|strain1|0009302	demo_contig_1	strain1
T4	T4|strain1|0009350	demo_contig_1	strain1
T4	T4|strain1|0009373	demo_contig_1	strain1
T4	T4|strain1|0009449	demo_contig_1	strain1
T4	T4|strain1|0009521	demo_contig_1	strain1
T4	T4|strain1|0009527	demo_contig_1	strain1
T4	T4|strain1|0009565	demo_contig_1	strain1
T4	T4|strain1|0009567	demo_contig_1	strain1
T4	T4|strain1|0009582	demo_contig_1	strain1
T4	T4|strain1|0009590	demo_contig_1	strain1
T4	T4|strain1|0009594	demo_contig_1	strain1
T4	T4|strain1|0009714	demo_contig_1	strain1
T4	T4|strain1|0009715	demo_contig_1	strain1
T4	T4|strain1|0009716	demo_contig_1	strain1
T4	T4|strain1|0009758	demo_contig_1	strain1
T4	T4|strain1|0009779	demo_contig_1	strain1
T4	T4|strain1|0009796	demo_contig_1	strain1
T4	T4|strain1|0009902	demo_contig_1	strain1
T4	T4|strain1|0009925	demo_contig_1	strain1
T4	T4|strain1|0009948	demo_contig_1	strain1
T4	T4|strain1|0009962	demo_contig_1	strain1
T4	T4|strain1|0009967	demo_contig_1	strain1
T4	T4|strain1|0010157	demo_contig_1	strain1
T4	T4|strain1|0010228	demo_contig_1	strain1
T4	T4|strain1|0010236	demo_contig_1	strain1
T4	T4|strain1|0010309	demo_contig_1	strain1
T4	T4|strain1|0010389	demo_contig_1	strain1
T4	T4|strain1|0010439	demo_contig_1	strain1
T4	T4|strain1|0010441	demo_contig_1	strain1
T4	T4|strain1|0010508	demo_contig_1	strain1
T4	T4|strain1|0010532	demo_contig_1	strain1
T4	T4|strain1|0010560	demo_contig_1	strain1
T4	T4|strain1|0010719	demo_contig_1	strain1
T4	T4|strain1|0010746	demo_contig_1	strain1
T4	T4|strain1|0010863	demo_contig_1	strain1
T4	T4|strain1|0010872	demo_contig_1	strain1
T4	T4|strain1|0011156	demo_contig_1	strain1
T4	T4|strain1|0011462	demo_contig_1	strain1
T4	T4|strain1|0011538	demo_contig_1	strain1
T4	T4|strain1|0011543	demo_contig_1	strain1
T4	T4|strain1|0011571	demo_contig_1	strain1
T4	T4|strain1|0011622	demo_contig_1	strain1
T4	T4|strain1|0011672	demo_contig_1	strain1
T4	T4|strain1|0011688	demo_contig_1	strain1
T4	T4|strain1|0011712	demo_contig_1	strain1
T4	T4|strain1|0011727	demo_contig_1	strain1
T4	T4|strain1|0011845	demo_contig_1	strain1
T4	T4|strain1|0011935	demo_contig_1	strain1
T4	T4|strain1|0011956	demo_contig_1	strain1
T4	T4|strain1|0011975	demo_contig_1	strain1
T4	T4|strain1|0012053	demo_contig_1	strain1
T4	T4|strain1|0012054	demo_contig_1	strain1
T4	T4|strain1|0012083	demo_contig_1	strain1
T4	T4|strain1|0012186	demo_contig_1	strain1
T4	T4|strain1|0012194	demo_contig_1	strain1
T4	T4|strain1|0012230	demo_contig_1	strain1
T4	T4|strain1|0012368	demo_contig_1	strain1
T4	T4|strain1|0012444	demo_contig_1	strain1
T4	T4|strain1|0012617	demo_contig_1	strain1
T4	T4|strain1|0012657	demo_contig_1	strain1
T4	T4|strain1|0012789	demo_contig_1	strain1
T4	T4|strain1|0012850	demo_contig_1	strain1
T4	T4|strain1|0012865	demo_contig_1	strain1
T4	T4|strain1|0012897	demo_contig_1	strain1
T4	T4|strain1|0012952	demo_contig_1	strain1
T4	T4|strain1|0013011	demo_contig_1	strain1
T4	T4|strain1|0013019	demo_contig_1	strain1
T4	T4|strain1|0013036	demo_contig_1	strain1
T4	T4|strain1|0013098	demo_contig_1	strain1
T4	T4|strain1|0013140	demo_contig_1	strain1
T4	T4|strain1|0013215	demo_contig_1	strain1
T4	T4|strain1|0013274	demo_contig_1	strain1
T4	T4|strain1|0013344	demo_contig_1	strain1
T4	T4|strain1|0013421	demo_contig_1	strain1
T4	T4|strain1|0013469	demo_contig_1	strain1
T4	T4|strain1|0013493	demo_contig_1	strain1
T4	T4|strain1|0013614	demo_contig_1	strain1
T4	T4|strain1|0013647	demo_contig_1	strain1
T4	T4|strain1|0013724	demo_contig_1	strain1
T4	T4|strain1|0013778	demo_contig_1	strain1
T4	T4|strain1|0013798	demo_contig_1	strain1
T4	T4|strain1|0013815	demo_contig_1	strain1
T4	T4|strain1|0013851	demo_contig_1	strain1
T4	T4|strain1|0013905	demo_contig_1	strain1
T4	T4|strain1|0013909	demo_contig_1	strain1
T4	T4|strain1|0013923	demo_contig_1	strain1
T4	T4|strain1|0013936	demo_contig_1	strain1
T4	T4|strain1|0013975	demo_contig_1	strain1
T4	T4|strain1|0014057	demo_contig_1	strain1
T4	T4|strain1|0014109	demo_contig_1	strain1
T4	T4|strain1|0014128	demo_contig_1	strain1
T4	T4|strain1|0014168	demo_contig_1	strain1
T4	T4|strain1|0014220	demo_contig_1	strain1
T4	T4|strain1|0014315	demo_contig_1	strain1
T4	T4|strain1|0014353	demo_contig_1	strain1
T4	T4|strain1|0014364	demo_contig_1	strain1
T4	T4|strain1|0014386	demo_contig_1	strain1
T4	T4|strain1|0014410	demo_contig_1	strain1
T4	T4|strain1|0014434	demo_contig_1	strain1
T4	T4|strain1|0014677	demo_contig_1	strain1
T4	T4|strain1|0014764	demo_contig_1	strain1
T4	T4|strain1|0014821	demo_contig_1	strain1
T4	T4|strain1|0014833	demo_contig_1	strain1
T4	T4|strain1|0014874	demo_contig_1	strain1
T4	T4|strain1|0014875	demo_contig_1	strain1
T4	T4|strain1|0015095	demo_contig_1	strain1
T4	T4|strain1|0015098	demo_contig_1	strain1
T4	T4|strain1|0015134	demo_contig_1	strain1
T4	T4|strain1|0015210	demo_contig_1	strain1
T4	T4|strain1|0015517	demo_contig_1	strain1
T4	T4|strain1|0015541	demo_contig_1	strain1
T4	T4|strain1|0015556	demo_contig_1	strain1
T4	T4|strain1|0015611	demo_contig_1	strain1
T4	T4|strain1|0015671	demo_contig_1	strain1
T4	T4|strain1|0015723	demo_contig_1	strain1
T4	T4|strain1|0015796	demo_contig_1	strain1
T4	T4|strain1|0015825	demo_contig_1	strain1
T4	T4|strain1|0015863	demo_contig_1	strain1
T4	T4|strain1|0015947	demo_contig_1	strain1
T4	T4|strain1|0015950	demo_contig_1	strain1
T4	T4|strain1|0016079	demo_contig_1	strain1
T4	T4|strain1|0016192	demo_contig_1	strain1
T4	T4|strain1|0016227	demo_contig_1	strain1
T4	T4|strain1|0016267	demo_contig_1	strain1
T4	T4|strain1|0016335	demo_contig_1	strain1
T4	T4|strain1|0016339	demo_contig_1	strain1
T4	T4|strain1|0016370	demo_contig_1	strain1
T4	T4|strain1|0016398	demo_contig_1	strain1
T4	T4|strain1|0016413	demo_contig_1	strain1
T4	T4|strain1|0016419	demo_contig_1	strain1
T4	T4|strain1|0016602	demo_contig_1	strain1
T4	T4|strain1|0016714	demo_contig_1	strain1
T4	T4|strain1|0016743	demo_contig_1	strain1
T4	T4|strain1|0016759	demo_contig_1	strain1
T4	T4|strain1|0016781	demo_contig_1	strain1
T4	T4|strain1|0016808	demo_contig_1	strain1
T4	T4|strain1|0016934	demo_contig_1	strain1
T4	T4|strain1|0016975	demo_contig_1	strain1
T4	T4|strain1|0016988	demo_contig_1	strain1
T4	T4|strain1|0017039	demo_contig_1	strain1
T4	T4|strain1|0017043	demo_contig_1	strain1
T4	T4|strain1|0017051	demo_contig_1	strain1
T4	T4|strain1|0017084	demo_contig_1	strain1
T4	T4|strain1|0017129	demo_contig_1	strain1
T4	T4|strain1|0017137	demo_contig_1	strain1
T4	T4|strain1|0017191	demo_contig_1	strain1
T4	T4|strain1|0017234	demo_contig_1	strain1
T4	T4|strain1|0017243	demo_contig_1	strain1
T4	T4|strain1|0017464	demo_contig_1	strain1
T4	T4|strain1|0017531	demo_contig_1	strain1
T4	T4|strain2|0000124	demo_contig_1	strain2
T4	T4|strain2|0000205	demo_contig_1	strain2
T4	T4|strain2|0000379	demo_contig_1	strain2
T4	T4|strain2|0000405	demo_contig_1	strain2
T4	T4|strain2|0000409	demo_contig_1	strain2
T4	T4|strain2|0000412	demo_contig_1	strain2
T4	T4|strain2|0000431	demo_contig_1	strain2
T4	T4|strain2|0000517	demo_contig_1	strain2
T4	T4|strain2|0000583	demo_contig_1	strain2
T4	T4|strain2|0000606	demo_contig_1	strain2
T4	T4|strain2|0000700	demo_contig_1	strain2
T4	T4|strain2|0000963	demo_contig_1	strain2
T4	T4|strain2|0001022	demo_contig_1	strain2
T4	T4|strain2|0001033	demo_contig_1	strain2
T4	T4|strain2|0001138	demo_contig_1	strain2
T4	T4|strain2|0001178	demo_contig_1	strain2
T4	T4|strain2|0001257	demo_contig_1	strain2
T4	T4|strain2|0001300	demo_contig_1	strain2
T4	T4|strain2|0001453	demo_contig_1	strain2
T4	T4|strain2|0001465	demo_contig_1	strain2
T4	T4|strain2|0001476	demo_contig_1	strain2
T4	T4|strain2|0001486	demo_contig_1	strain2
T4	T4|strain2|0001532	demo_contig_1	strain2
T4	T4|strain2|0001655	demo_contig_1	strain2
T4	T4|strain2|0001717	demo_contig_1	strain2
T4	T4|strain2|0001726	demo_contig_1	strain2
T4	T4|strain2|0001778	demo_contig_1	strain2
T5	T5|strain1|0000058	demo_contig_1	strain1
T5	T5|strain1|0000319	demo_contig_1	strain1
T5	T5|strain1|0000350	demo_contig_1	strain1
T5	T5|strain1|0000441	demo_contig_1	strain1
T5	T5|strain1|0000445	demo_contig_1	strain1
T5	T5|strain1|0000548	demo_contig_1	strain1
T5	T5|strain1|0000588	demo_contig_1	strain1
T5	T5|strain1|0000602	demo_contig_1	strain1
T5	T5|strain1|0000629	demo_contig_1	strain1
T5	T5|strain1|0000665	demo_contig_1	strain1
T5	T5|strain1|0000669	demo_contig_1	strain1
T5	T5|strain1|0000723	demo_contig_1	strain1
T5	T5|strain1|0000769	demo_contig_1	strain1
T5	T5|strain1|0000787	demo_contig_1	strain1
T5	T5|strain1|0000816	demo_contig_1	strain1
T5	T5|strain1|0000926	demo_contig_1	strain1
T5	T5|strain1|0001004	demo_contig_1	strain1
T5	T5|strain1|0001010	demo_contig_1	strain1
T5	T5|strain1|0001019	demo_contig_1	strain1
T5	T5|strain1|0001032	demo_contig_1	strain1
T5	T5|strain1|0001076	demo_contig_1	strain1
T5	T5|strain1|0001106	demo_contig_1	strain1
T5	T5|strain1|0001167	demo_contig_1	strain1
T5	T5|strain1|0001181	demo_contig_1	strain1
T5	T5|strain1|0001278	demo_contig_1	strain1
T5	T5|strain1|0001288	demo_contig_1	strain1
T5	T5|strain1|0001463	demo_contig_1	strain1
T5	T5|strain1|0001489	demo_contig_1	strain1
T5	T5|strain1|0001498	demo_contig_1	strain1
T5	T5|strain1|0001512	demo_contig_1	strain1
T5	T5|strain1|0001525	demo_contig_1	strain1
T5	T5|strain1|0001557	demo_contig_1	strain1
T5	T5|strain1|0001640	demo_contig_1	strain1
T5	T5|strain1|0001688	demo_contig_1	strain1
T5	T5|strain1|0001751	demo_contig_1	strain1
T5	T5|strain1|0001829	demo_contig_1	strain1
T5	T5|strain1|0001839	demo_contig_1	strain1
T5	T5|strain1|0001902	demo_contig_1	strain1
T5	T5|strain1|0001921	demo_contig_1	strain1
T5	T5|strain1|0002117	demo_contig_1	strain1
T5	T5|strain1|0002244	demo_contig_1	strain1
T5	T5|strain1|0002308	demo_contig_1	strain1
T5	T5|strain1|0002376	demo_contig_1	strain1
T5	T5|strain1|0002469	demo_contig_1	strain1
T5	T5|strain1|0002599	demo_contig_1	strain1
T5	T5|strain1|0002645	demo_contig_1	strain1
T5	T5|strain1|0002735	demo_contig_1	strain1
T5	T5|strain1|0002943	demo_contig_1	strain1
T5	T5|strain1|0002950	demo_contig_1	strain1
T5	T5|strain1|0002971	demo_contig_1	strain1
T5	T5|strain1|0002985	demo_contig_1	strain1
T5	T5|strain1|0002990	demo_contig_1	strain1
T5	T5|strain1|0003018	demo_contig_1	strain1
T5	T5|strain1|0003131	demo_contig_1	strain1
T5	T5|strain1|0003223	demo_contig_1	strain1
T5	T5|strain1|0003263	demo_contig_1	strain1
T5	T5|strain1|0003291	demo_contig_1	strain1
T5	T5|strain1|0003381	demo_contig_1	strain1
T5	T5|strain1|0003405	demo_contig_1	strain1
T5	T5|strain1|0003413	demo_contig_1	strain1
T5	T5|strain1|0003461	demo_contig_1	strain1
T5	T5|strain1|0003550	demo_contig_1	strain1
T5	T5|strain1|0003584	demo_contig_1	strain1
T5	T5|strain1|0003642	demo_contig_1	strain1
T5	T5|strain1|0003754	demo_contig_1	strain1
T5	T5|strain1|0003758	demo_contig_1	strain1
T5	T5|strain1|0003779	demo_contig_1	strain1
T5	T5|strain1|0003820	demo_contig_1	strain1
T5	T5|strain1|0003901	demo_contig_1	strain1
T5	T5|strain1|0003932	demo_contig_1	strain1
T5	T5|strain1|0003966	demo_contig_1	strain1
T5	T5|strain1|0004002	demo_contig_1	strain1
T5	T5|strain1|0004013	demo_contig_1	strain1
T5	T5|strain1|0004015	demo_contig_1	strain1
T5	T5|strain1|0004021	demo_contig_1	strain1
T5	T5|strain1|0004061	demo_contig_1	strain1
T5	T5|strain1|0004128	demo_contig_1	strain1
T5	T5|strain1|0004230	demo_contig_1	strain1
T5	T5|strain1|0004312	demo_contig_1	strain1
T5	T5|strain1|0004391	demo_contig_1	strain1
T5	T5|strain1|0004402	demo_contig_1	strain1
T5	T5|strain1|0004426	demo_contig_1	strain1
T5	T5|strain1|0004434	demo_contig_1	strain1
T5	T5|strain1|0004473	demo_contig_1	strain1
T5	T5|strain1|0004523	demo_contig_1	strain1
T5	T5|strain1|0004740	demo_contig_1	strain1
T5	T5|strain1|0004761	demo_contig_1	strain1
T5	T5|strain1|0004837	demo_contig_1	strain1
T5	T5|strain1|0004944	demo_contig_1	strain1
T5	T5|strain1|0004955	demo_contig_1	strain1
T5	T5|strain1|0004965	demo_contig_1	strain1
T5	T5|strain1|0004974	demo_contig_1	strain1
T5	T5|strain1|0004983	demo_contig_1	strain1
T5	T5|strain1|0004993	demo_contig_1	strain1
T5	T5|strain1|0005026	demo_contig_1	strain1
T5	T5|strain1|0005046	demo_contig_1	strain1
T5	T5|strain1|0005068	demo_contig_1	strain1
T5	T5|strain1|0005072	demo_contig_1	strain1
T5	T5|strain1|0005168	demo_contig_1	strain1
T5	T5|strain1|0005226	demo_contig_1	strain1
T5	T5|strain1|0005283	demo_contig_1	strain1
T5	T5|strain1|0005293	demo_contig_1	strain1
T5	T5|strain1|0005362	demo_contig_1	strain1
T5	T5|strain1|0005424	demo_contig_1	strain1
T5	T5|strain1|0005437	demo_contig_1	strain1
T5	T5|strain1|0005483	demo_contig_1	strain1
T5	T5|strain1|0005508	demo_contig_1	strain1
T5	T5|strain1|0005606	demo_contig_1	strain1
T5	T5|strain1|0005683	demo_contig_1	strain1
T5	T5|strain1|0005694	demo_contig_1	strain1
T5	T5|strain1|0005735	demo_contig_1	strain1
T5	T5|strain1|0005763	demo_contig_1	strain1
T5	T5|strain1|0005859	demo_contig_1	strain1
T5	T5|strain1|0005912	demo_contig_1	strain1
T5	T5|strain1|0005926	demo_contig_1	strain1
T5	T5|strain1|0005981	demo_contig_1	strain1
T5	T5|strain1|0005992	demo_contig_1	strain1
T5	T5|strain1|0005998	demo_contig_1	strain1
T5	T5|strain1|0006030	demo_contig_1	strain1
T5	T5|strain1|0006041	demo_contig_1	strain1
T5	T5|strain1|0006068	demo_contig_1	strain1
T5	T5|strain1|0006136	demo_contig_1	strain1
T5	T5|strain1|0006161	demo_contig_1	strain1
T5	T5|strain1|0006224	demo_contig_1	strain1
T5	T5|strain1|0006236	demo_contig_1	strain1
T5	T5|strain1|0006259	demo_contig_1	strain1
T5	T5|strain1|0006300	demo_contig_1	strain1
T5	T5|strain1|0006351	demo_contig_1	strain1
T5	T5|strain1|0006358	demo_contig_1	strain1
T5	T5|strain1|0006372	demo_contig_1	strain1
T5	T5|strain1|0006421	demo_contig_1	strain1
T5	T5|strain1|0006478	demo_contig_1	strain1
T5	T5|strain1|0006585	demo_contig_1	strain1
T5	T5|strain1|0006632	demo_contig_1	strain1
T5	T5|strain1|0006658	demo_contig_1	strain1
T5	T5|strain1|0006745	demo_contig_1	strain1
T5	T5|strain1|0006855	demo_contig_1	strain1
T5	T5|strain1|0006968	demo_contig_1	strain1
T5	T5|strain1|0006976	demo_contig_1	strain1
T5	T5|strain1|0006999	demo_contig_1	strain1
T5	T5|strain1|0007012	demo_contig_1	strain1
T5	T5|strain1|0007051	demo_contig_1	strain1
T5	T5|strain1|0007151	demo_contig_1	strain1
T5	T5|strain1|0007165	demo_contig_1	strain1
T5	T5|strain1|0007185	demo_contig_1	strain1
T5	T5|strain1|0007207	demo_contig_1	strain1
T5	T5|strain1|0007355	demo_contig_1	strain1
T5	T5|strain1|0007381	demo_contig_1	strain1
T5	T5|strain1|0007394	demo_contig_1	strain1
T5	T5|strain1|0007407	demo_contig_1	strain1
T5	T5|strain1|0007599	demo_contig_1	strain1
T5	T5|strain1|0007614	demo_contig_1	strain1
T5	T5|strain1|0007618	demo_contig_1	strain1
T5	T5|strain1|0007639	demo_contig_1	strain1
T5	T5|strain1|0007698	demo_contig_1	strain1
T5	T5|strain1|0007699	demo_contig_1	strain1
T5	T5|strain1|0007749	demo_contig_1	strain1
T5	T5|strain1|0007849	demo_contig_1	strain1
T5	T5|strain1|0007896	demo_contig_1	strain1
T5	T5|strain1|0007919	demo_contig_1	strain1
T5	T5|strain1|0007990	demo_contig_1	strain1
T5	T5|strain1|0008027	demo_contig_1	strain1
T5	T5|strain1|0008095	demo_contig_1	strain1
T5	T5|strain1|0008110	demo_contig_1	strain1
T5	T5|strain1|0008118	demo_contig_1	strain1
T5	T5|strain1|0008341	demo_contig_1	strain1
T5	T5|strain1|0008505	demo_contig_1	strain1
T5	T5|strain1|0008533	demo_contig_1	strain1
T5	T5|strain1|0008535	demo_contig_1	strain1
T5	T5|strain1|0008678	demo_contig_1	strain1
T5	T5|strain1|0008717	demo_contig_1	strain1
T5	T5|strain1|0008745	demo_contig_1	strain1
T5	T5|strain1|0008819	demo_contig_1	strain1
T5	T5|strain1|0008869	demo_contig_1	strain1
T5	T5|strain1|0008921	demo_contig_1	strain1
T5	T5|strain1|0008923	demo_contig_1	strain1
T5	T5|strain1|0009102	demo_contig_1	strain1
T5	T5|strain1|0009107	demo_contig_1	strain1
T5	T5|strain1|0009133	demo_contig_1	strain1
T5	T5|strain1|0009141	demo_contig_1	strain1
T5	T5|strain1|0009146	demo_contig_1	strain1
T5	T5|strain1|0009186	demo_contig_1	strain1
T5	T5|strain1|0009270	demo_contig_1	strain1
T5	T5|strain1|0009291	demo_contig_1	strain1
T5	T5|strain1|0009298	demo_contig_1	strain1
T5	T5|strain1|0009323	demo_contig_1	strain1
T5	T5|strain1|0009338	demo_contig_1	strain1
T5	T5|strain1|0009388	demo_contig_1	strain1
T5	T5|strain1|0009439	demo_contig_1	strain1
T5	T5|strain1|0009451	demo_contig_1	strain1
T5	T5|strain1|0009495	demo_contig_1	strain1
T5	T5|strain1|0009508	demo_contig_1	strain1
T5	T5|strain1|0009535	demo_contig_1	strain1
T5	T5|strain1|0009579	demo_contig_1	strain1
T5	T5|strain1|0009724	demo_contig_1	strain1
T5	T5|strain1|0009771	demo_contig_1	strain1
T5	T5|strain1|0009820	demo_contig_1	strain1
T5	T5|strain1|0009826	demo_contig_1	strain1
T5	T5|strain1|0009842	demo_contig_1	strain1
T5	T5|strain1|0009893	demo_contig_1	strain1
T5	T5|strain1|0009959	demo_contig_1	strain1
T5	T5|strain1|0009972	demo_contig_1	strain1
T5	T5|strain1|0010018	demo_contig_1	strain1
T5	T5|strain1|0010041	demo_contig_1	strain1
T5	T5|strain1|0010107	demo_contig_1	strain1
T5	T5|strain1|0010132	demo_contig_1	strain1
T5	T5|strain1|0010170	demo_contig_1	strain1
T5	T5|strain1|0010255	demo_contig_1	strain1
T5	T5|strain1|0010379	demo_contig_1	strain1
T5	T5|strain1|0010501	demo_contig_1	strain1
T5	T5|strain1|0010584	demo_contig_1	strain1
T5	T5|strain1|0010767	demo_contig_1	strain1
T5	T5|strain1|0010950	demo_contig_1	strain1
T5	T5|strain1|0010961	demo_contig_1	strain1
T5	T5|strain1|0010974	demo_contig_1	strain1
T5	T5|strain1|0010987	demo_contig_1	strain1
T5	T5|strain1|0011031	demo_contig_1	strain1
T5	T5|strain1|0011034	demo_contig_1	strain1
T5	T5|strain1|0011035	demo_contig_1	strain1
T5	T5|strain1|0011110	demo_contig_1	strain1
T5	T5|strain1|0011148	demo_contig_1	strain1
T5	T5|strain1|0011176	demo_contig_1	strain1
T5	T5|strain1|0011212	demo_contig_1	strain1
T5	T5|strain1|0011245	demo_contig_1	strain1
T5	T5|strain1|0011440	demo_contig_1	strain1
T5	T5|strain1|0011631	demo_contig_1	strain1
T5	T5|strain1|0011676	demo_contig_1	strain1
T5	T5|strain1|0011771	demo_contig_1	strain1
T5	T5|strain1|0012055	demo_contig_1	strain1
T5	T5|strain1|0012139	demo_contig_1	strain1
T5	T5|strain1|0012159	demo_contig_1	strain1
T5	T5|strain1|0012189	demo_contig_1	strain1
T5	T5|strain1|0012259	demo_contig_1	strain1
T5	T5|strain1|0012407	demo_contig_1	strain1
T5	T5|strain1|0012477	demo_contig_1	strain1
T5	T5|strain1|0012502	demo_contig_1	strain1
T5	T5|strain1|0012661	demo_contig_1	strain1
T5	T5|strain1|0012878	demo_contig_1	strain1
T5	T5|strain1|0012879	demo_contig_1	strain1
T5	T5|strain1|0012928	demo_contig_1	strain1
T5	T5|strain1|0012982	demo_contig_1	strain1
T5	T5|strain1|0012984	demo_contig_1	strain1
T5	T5|strain1|0013120	demo_contig_1	strain1
T5	T5|strain1|0013218	demo_contig_1	strain1
T5	T5|strain1|0013232	demo_contig_1	strain1
T5	T5|strain1|0013289	demo_contig_1	strain1
T5	T5|strain1|0013356	demo_contig_1	strain1
T5	T5|strain1|0013395	demo_contig_1	strain1
T5	T5|strain1|0013397	demo_contig_1	strain1
T5	T5|strain1|0013427	demo_contig_1	strain1
T5	T5|strain1|0013448	demo_contig_1	strain1
T5	T5|strain1|0013455	demo_contig_1	strain1
T5	T5|strain1|0013458	demo_contig_1	strain1
T5	T5|strain1|0013474	demo_contig_1	strain1
T5	T5|strain1|0013522	demo_contig_1	strain1
T5	T5|strain1|0013529	demo_contig_1	strain1
T5	T5|strain1|0013540	demo_contig_1	strain1
T5	T5|strain1|0013618	demo_contig_1	strain1
T5	T5|strain1|0013625	demo_contig_1	strain1
T5	T5|strain1|0013660	demo_contig_1	strain1
T5	T5|strain1|0013676	demo_contig_1	strain1
T5	T5|strain1|0013696	demo_contig_1	strain1
T5	T5|strain1|0013754	demo_contig_1	strain1
T5	T5|strain1|0013778	demo_contig_1	strain1
T5	T5|strain1|0013830	demo_contig_1	strain1
T5	T5|strain1|0013950	demo_contig_1	strain1
T5	T5|strain1|0013978	demo_contig_1	strain1
T5	T5|strain1|0014018	demo_contig_1	strain1
T5	T5|strain1|0014069	demo_contig_1	strain1
T5	T5|strain1|0014093	demo_contig_1	strain1
T5	T5|strain1|0014118	demo_contig_1	strain1
T5	T5|strain1|0014127	demo_contig_1	strain1
T5	T5|strain1|0014241	demo_contig_1	strain1
T5	T5|strain1|0014254	demo_contig_1	strain1
T5	T5|strain1|0014280	demo_contig_1	strain1
